block,timestamp,time,aDAI_rate,aUSDC_rate,aWBTC_rate,aUSDT_rate,aTUSD_rate
12346785,1619852099,2021-05-01T06:54:59.000Z,1036984073893282078956982836,1037265265537740556364692504,1001236843873056333652091506,1041459472642823817719409864,1043107469664630536460320590
12352545,1619928156,2021-05-02T04:02:36.000Z,1037172066569441084391166709,1037396871249585998438759604,1001237313022233817138165399,1041667372161954307995972523,1043254095744526001751984525
12358305,1620006002,2021-05-03T01:40:02.000Z,1037278588720981374511257077,1037545113176692757008432097,1001237822569858746844486687,1041787072761528208045347213,1043414898877174810661973689
12364065,1620082550,2021-05-03T22:55:50.000Z,1037476483960043305448413740,1037893417464531838203069515,1001238211273204487158378191,1041991730163798150428251289,1043602735464450680961528315
12369825,1620159026,2021-05-04T20:10:26.000Z,1037732528845035659261953875,1038105510881084502813858386,1001238654349809890319794407,1042223655546634212046228431,1043872266171761444966019572
12375585,1620235959,2021-05-05T17:32:39.000Z,1037932166360642028074575637,1038257676577313487995036628,1001239083358887062069294008,1042475433180668853931964986,1044144003522999836444253089
12381345,1620312389,2021-05-06T14:46:29.000Z,1038085830712902891001088828,1038446329167055543068351945,1001239627713057992048040641,1042683767354071467414023638,1044382655323352961833968698
12387105,1620390096,2021-05-07T12:21:36.000Z,1038250969642149093742629563,1038748953151797693476809982,1001240367360130727756583463,1042909865513181937292092661,1044641136468208816564985758
12392865,1620466673,2021-05-08T09:37:53.000Z,1038446599093923878379608764,1039009826596571296969760238,1001241083882692292547215067,1043234572511525622225916601,1044881655132111937858530058
12398625,1620542219,2021-05-09T06:36:59.000Z,1038686430865611361057526997,1039236266670952649190679604,1001241947823151763443465044,1043390649776150475297514767,1045110506963427484071173159
12404385,1620619645,2021-05-10T04:07:25.000Z,1038889281971872319187334682,1039388450373485158179780744,1001242756433726271730599725,1043622563106050182051264585,1045360168344401843043501435
12410145,1620696222,2021-05-11T01:23:42.000Z,1039132281326590515442596153,1039596893707173930623142141,1001243934323918420748306182,1044066348721171379299977728,1045732595487874710232984079
12415905,1620773223,2021-05-11T22:47:03.000Z,1039358179085255928138626738,1039833134411565021778997427,1001245412271763297798356071,1044320431705520870784374543,1046139999868497303177589566
12421665,1620850882,2021-05-12T20:21:22.000Z,1039620253213823241567192869,1040131861146893378766199761,1001246999229892744726883049,1044638737851137747029107353,1046628941614579792694718229
12427425,1620927405,2021-05-13T17:36:45.000Z,1039845532215916616249483120,1040373178010898518207120738,1001250518008985213898671347,1044925571669402272561775764,1046992364305577070392310875
12433185,1621004681,2021-05-14T15:04:41.000Z,1040138107784460537939752130,1040576462195229982622830557,1001252890058456784836931487,1045088037022977103199752606,1047180402147135133350151842
12438945,1621081381,2021-05-15T12:23:01.000Z,1040452397501656572583458257,1040770962131875918589762526,1001256497199272725384062199,1045345926228696267729556011,1047361667948369410804025800
12444705,1621157820,2021-05-16T09:37:00.000Z,1040742829949973949530273844,1040930354970308386190402390,1001260012672107730243676004,1045513437217696424029460700,1047519470332135991998105767
12450465,1621235336,2021-05-17T07:08:56.000Z,1040947586885568015700853741,1041070081937500167488688982,1001263670137597556134712282,1045608165712078279878032149,1047682559511980165147012942
12456225,1621312032,2021-05-18T04:27:12.000Z,1041075494959910941632076954,1041175653910982946682079927,1001266056927983442834302101,1045706349100281016742529778,1047797214210997501470836821
12461985,1621388780,2021-05-19T01:46:20.000Z,1041200392513984068497409137,1041265010450025789360196120,1001267578542874562076782108,1045877713205224452609270350,1047903557522430348727039243
12467745,1621466574,2021-05-19T23:22:54.000Z,1041315441880911019743317836,1041448087988178168782397242,1001269781271210984481270953,1046250768674891500440283560,1048197769432347066154220538
12473505,1621543593,2021-05-20T20:46:33.000Z,1041492177186474839393491388,1041531401567640587471282450,1001271262364350451235451265,1046739581577875928641901857,1048271127714979976189716763
12479265,1621621134,2021-05-21T18:18:54.000Z,1041630908497812748488797328,1041611317744024208515831424,1001271537990091069829654749,1046977496654297914655685299,1048341202538146943422887047
12485025,1621698814,2021-05-22T15:53:34.000Z,1041716579681468853048416581,1041687961814986286100107167,1001272105853735060904872120,1047058112920620841137878720,1048410237147262394088309164
12490785,1621776318,2021-05-23T13:25:18.000Z,1041794365869112366383397721,1041763470619535331209935038,1001273213520334252160006413,1047131473828543261439659411,1048478808485098675840122827
12496545,1621853355,2021-05-24T10:49:15.000Z,1041870714087986798641627159,1041830441985458569712345254,1001274957370969392043964685,1047382441124930098028965693,1048521659078532996686522399
12502305,1621929675,2021-05-25T08:01:15.000Z,1041942548577043582909386071,1041894875801371891861987128,1001275297489230705504479756,1047629903907239661081473417,1048553717354659014757681803
12508065,1622006693,2021-05-26T05:24:53.000Z,1042014615219798649689286154,1041957540288817695058454589,1001275597393778308280297967,1047741101190021288451914580,1048587322251709481080371791
12513825,1622084026,2021-05-27T02:53:46.000Z,1042091787336023266519464007,1042019079308081381954743308,1001275938130745528944081297,1047811767627532256289731675,1048622799505129856081718868
12519585,1622161786,2021-05-28T00:29:46.000Z,1042187762818334931426712761,1042098110954448356900556489,1001276697707274447338632922,1047869513096916593309833877,1048655560069831059426530310
12525345,1622238864,2021-05-28T21:54:24.000Z,1042265338082107647714566576,1042156362029195503313036757,1001277449263006573427746963,1047916860650813767592457792,1048690012406298726432902357
12531105,1622315640,2021-05-29T19:14:00.000Z,1042340237861241059369102967,1042210452379772467572919207,1001278423257586175731868576,1047962804238009046718994663,1048725066688683289330418330
12536865,1622393012,2021-05-30T16:43:32.000Z,1042416998810163073259376980,1042293661553726087474812395,1001279146722525342015887252,1048010060472440941542124265,1048759019170252252551258624
12542625,1622471069,2021-05-31T14:24:29.000Z,1042493680090465625113083069,1042344719064233628635697855,1001279620290502546001559874,1048047563092196023603134624,1048794448938154248264318112
12548385,1622548306,2021-06-01T11:51:46.000Z,1042585045491404411476918014,1042397426528823325452722658,1001280235171494982906723894,1048086734616126534832457759,1048836298024114359520135479
12554145,1622625175,2021-06-02T09:12:55.000Z,1042673739946906022945151116,1042449221205799011227570110,1001280735747906920788213395,1048119984893930236799430544,1048876101297192342219645863
12559905,1622701429,2021-06-03T06:23:49.000Z,1042748644807880425260334154,1042500933320794696482458791,1001281268992443185346453841,1048151787819859267361898514,1048911455641308112126530653
12565665,1622778841,2021-06-04T03:54:01.000Z,1042823428630937638170300412,1042554635367835862693783087,1001281915324843226267700045,1048191420878825295804888973,1048945562861751100921350206
12571425,1622855089,2021-06-05T01:04:49.000Z,1042896504110060639373917964,1042607916960555448024352644,1001282557710427621621789139,1048235770951676050159300750,1048979104342729838805812674
12577185,1622933001,2021-06-05T22:43:21.000Z,1042970862961464235563388288,1042661361739371847732399390,1001283482255297473496985633,1048279543787820300866857671,1049013596046403404350882836
12582945,1623009144,2021-06-06T19:52:24.000Z,1043042829572503597449885306,1042713297674102557641643635,1001283916305714648243943798,1048322890057749358606232405,1049047541879124052081886552
12588705,1623086796,2021-06-07T17:26:36.000Z,1043115293562083859323551303,1042767378653640779468703617,1001284359578941301978110300,1048367643722934316247914201,1049082183752094905621013213
12594465,1623163107,2021-06-08T14:38:27.000Z,1043184705160478952572172051,1042825646051432560060383840,1001285779621922740160184354,1048410279086257854384438264,1049116660089584119807099153
12600225,1623240301,2021-06-09T12:05:01.000Z,1043251468270096823820095864,1042883182558180485280109027,1001286303167628435171426353,1048458572848819367946502281,1049150333142095364737514442
12605985,1623317463,2021-06-10T09:31:03.000Z,1043317536957662880556249189,1042940299596435252824281096,1001286917161423326890552087,1048509550812992109164258607,1049182467015075276851714092
12611745,1623394350,2021-06-11T06:52:30.000Z,1043383617591572202036399782,1042997549059320701582275389,1001287311472371977222891716,1048562403829588807732577396,1049213959852001382902264256
12617505,1623471253,2021-06-12T04:14:13.000Z,1043448571201071062926184980,1043055280839492620486963444,1001292526256776129260047908,1048619887715467129453960139,1049245438651817730226193481
12623265,1623548735,2021-06-13T01:45:35.000Z,1043511437284064086711139628,1043113707142158081595643398,1001293239521059392000617748,1048685246144423411355933262,1049278573482654412565496116
12629025,1623626081,2021-06-13T23:14:41.000Z,1043573393963507370299666101,1043172304257868783250025284,1001294217313597329073817201,1048750246878875580411859178,1049311696202112245673095197
12634785,1623703106,2021-06-14T20:38:26.000Z,1043633536199801275189452685,1043230579884088682740275826,1001294757567629694691515379,1048824399079862564724513317,1049346739683475828996300149
12640545,1623779908,2021-06-15T17:58:28.000Z,1043696074508263508159047004,1043289662950252594229885602,1001295222461139514889875612,1048915953225312219334719474,1049381696206014685048251263
12646305,1623857298,2021-06-16T15:28:18.000Z,1043760703892859034329948773,1043349385596054016035287428,1001295980708259092465983028,1049037392512908800012374755,1049417679441562707847290728
12652065,1623934405,2021-06-17T12:53:25.000Z,1043825889297676745240988919,1043409556842120214463147904,1001296455889403720273267271,1049112528547412741271082807,1049454727810044993903001389
12657825,1624011120,2021-06-18T10:12:00.000Z,1043890974740177752764651269,1043469033586639352223044070,1001297170601655550713505528,1049184889732994993294146602,1049490234183802338414618781
12663585,1624089212,2021-06-19T07:53:32.000Z,1043955144174746889024889289,1043528762459167023251401960,1001298283028745796934781885,1049257366180169335695129264,1049525882166021189991673683
12669345,1624166537,2021-06-20T05:22:17.000Z,1044018625427442143472704486,1043586899248857637146149232,1001298970093795769937600219,1049327816819377949685008616,1049560991740306908951353051
12675105,1624243422,2021-06-21T02:43:42.000Z,1044081305351923253010917979,1043644066549497422263034137,1001300106304222473407514229,1049399826002954109977941790,1049595358668951451611481210
12680865,1624322569,2021-06-22T00:42:49.000Z,1044145788462602960649306371,1043701519287431679106359566,1001301118274415353405865610,1049473615657190878865201292,1049634480024405247622043936
12686625,1624399255,2021-06-22T22:00:55.000Z,1044205475636537623405886949,1043753662018056793764766158,1001302085840525225802189718,1049541732033252331675443534,1049657692533993028479928748
12692385,1624478153,2021-06-23T19:55:53.000Z,1044265143047755388300645406,1043806610564123106511419314,1001303011684899538112488875,1049611499329141402552896942,1049681128117545399249755732
12698145,1624555655,2021-06-24T17:27:35.000Z,1044323850785506838878235794,1043859282764928564407378860,1001309684437433227637961623,1049681138405178930580790493,1049707301259522379597731296
12703905,1624633040,2021-06-25T14:57:20.000Z,1044383590422787724760842775,1043911871509191813714820489,1001310671822205707116901785,1049750173193858189520563483,1049735373940903212090774792
12709665,1624710337,2021-06-26T12:25:37.000Z,1044444091712053422568942952,1043964290532731174905030742,1001311763873855563610355779,1049817980595087683038961692,1049763417071869028885701346
12715425,1624787597,2021-06-27T09:53:17.000Z,1044504934549115728916483675,1044044439242459373675353632,1001312605890595113226556908,1049884742879125279272011462,1049791460346201458500717157
12721185,1624865225,2021-06-28T07:27:05.000Z,1044566398658810452918176019,1044095740319769591464955325,1001313372102784499477065068,1049952201385984590803051837,1049819614133106039389259722
12726945,1624942359,2021-06-29T04:52:39.000Z,1044627734280560342425893785,1044146835238851360010197746,1001314114915309547840756008,1050027502853853217716344011,1049847598870051583201904007
12732705,1625020424,2021-06-30T02:33:44.000Z,1044688548784917048178959515,1044198173496940280827498419,1001315172547226704811549064,1050105674333536033467632149,1049876076246764255808098567
12738465,1625097040,2021-06-30T23:50:40.000Z,1044747756689610774181515178,1044250799160888797458101967,1001315958243102365785850711,1050190003573096171519543059,1049904229609739195396808342
12744225,1625175811,2021-07-01T21:43:31.000Z,1044808817543129823431054689,1044306241527804897616155291,1001316829962245575410293573,1050272689689131189246972499,1049933935500722127701595450
12749985,1625252525,2021-07-02T19:02:05.000Z,1044868009025082592203505487,1044359909597949062179438047,1001317808752118852291426330,1050351427970654001464778741,1049962436971268427198459545
12755745,1625330539,2021-07-03T16:42:19.000Z,1044927801576614132233682950,1044414116567873351839243561,1001318527379123815724933390,1050429809258582941089584944,1049991338681750014413567177
12761505,1625408297,2021-07-04T14:18:17.000Z,1044987953776289929916817031,1044468226038875531109507102,1001319070174558273192293743,1050507584026066018462055413,1050020184822534722578066120
12767265,1625485451,2021-07-05T11:44:11.000Z,1045094452253604302954166231,1044522383618061535245644429,1001320291751704995792841894,1050585338377641595232475015,1050048948456076634838770607
12773025,1625562583,2021-07-06T09:09:43.000Z,1045152257230415595585423256,1044576387721521412586246736,1001321892122416109471631794,1050664285486325880187817805,1050077825047341504591448181
12778785,1625640344,2021-07-07T06:45:44.000Z,1045210638311329445637609655,1044629757004873956855688016,1001323272117139787891985310,1050742858048856084737771634,1050106940837030847138117254
12784545,1625717825,2021-07-08T04:17:05.000Z,1045272283030779239833554976,1044680979615582151762778574,1001324730541559826210907340,1050821464393943768870791979,1050135937354604331802215013
12790305,1625794701,2021-07-09T01:38:21.000Z,1045333195620048312884865361,1044732593591806243359921837,1001326372821731771732713145,1050896129166376373974172731,1050164809404398202847689243
12796065,1625872456,2021-07-09T23:14:16.000Z,1045394290475760186875292843,1044783558456097305609061632,1001328267972984988304233502,1050970161093072024000596482,1050193978510497784545111802
12801825,1625949122,2021-07-10T20:32:02.000Z,1045454965826108063342778283,1044834254523754825876323575,1001330113688431713372837768,1051042762926657917301686921,1050222766598986717409551025
12807585,1626027522,2021-07-11T18:18:42.000Z,1045517382601247653507007665,1044886381899484167810053134,1001332087266037487728863052,1051116808225389961023140747,1050252247549952358478276040
12813345,1626105201,2021-07-12T15:53:21.000Z,1045578303362931956414174096,1044938349895114969179492882,1001333752196509145647292166,1051190435777047345282370909,1050280578126419798931007150
12819105,1626183573,2021-07-13T13:39:33.000Z,1045635697494119769634640484,1044991357282567852504970930,1001335333860576683103863936,1051265739652847649235632296,1050307788628151994223397680
12824865,1626261815,2021-07-14T11:23:35.000Z,1045691229548805626356903631,1045045345558622887609434005,1001337080289950218804462357,1051344278999452259436749736,1050334806191296079197379687
12830625,1626339825,2021-07-15T09:03:45.000Z,1045745392658717858736056137,1045098575579722893567564920,1001338439995037451976793088,1051423412604344572709876171,1050361722429443285937705612
12836385,1626417910,2021-07-16T06:45:10.000Z,1045799494572460194668294623,1045150483647388666983886294,1001340045758896287200629932,1051494364993553578158571173,1050388663639434632989651084
12842145,1626495294,2021-07-17T04:14:54.000Z,1045856679081951940151183409,1045204229298657295531424377,1001341298026988442015995485,1051560217593571862462224441,1050414514330835154611551087
12847905,1626574446,2021-07-18T02:14:06.000Z,1045918386274874110571953625,1045262130759736760049490284,1001342573119224717289206709,1051624445122723452599890281,1050439861216899665179888333
12853665,1626652338,2021-07-18T23:52:18.000Z,1045980480349246867557564331,1045323779668549077299848203,1001345404698852701327342163,1051688820189274758781869793,1050464824975344910785561528
12859425,1626730214,2021-07-19T21:30:14.000Z,1046041903537837482418288972,1045379890455268615688693411,1001346717071427285625238486,1051751861728422445564417301,1050489841171799978822548327
12865185,1626807946,2021-07-20T19:05:46.000Z,1046104014871041884177023794,1045441392845105083795612678,1001348690098981824594133601,1051809380256761438252717035,1050514465271921339983329885
12870945,1626886184,2021-07-21T16:49:44.000Z,1046166432785287922035088509,1045496814363685047814454814,1001350121290262505520526117,1051865306005204040475532087,1050539103148417552019617196
12876705,1626963487,2021-07-22T14:18:07.000Z,1046228398060699409053726173,1045551478356611017772174562,1001351423117752602889618805,1051922214587759757054103425,1050563446295553649993826105
12882465,1627040852,2021-07-23T11:47:32.000Z,1046290742005452656135542214,1045607078420653465177040066,1001352706618831467061868566,1051980267719024896964945169,1050590965792461382917786451
12888225,1627119432,2021-07-24T09:37:12.000Z,1046353683036597621521416232,1045663784342617181111757050,1001354054954894401739608460,1052039559817155144828304434,1050636003501781577686945754
12893985,1627196499,2021-07-25T07:01:39.000Z,1046418077429062536834988245,1045719523860252728371775568,1001355497136782528396689728,1052099879438332566560192558,1050654260772957460181526555
12899745,1627274011,2021-07-26T04:33:31.000Z,1046484283089435057880910147,1045775431505909709751478685,1001357037878908957260170839,1052160981912652581076195928,1050669857978052451163198074
12905505,1627352984,2021-07-27T02:29:44.000Z,1046550914696531695373341783,1045833410754801528709832957,1001358452479319520839069509,1052222717155961373549709916,1050688889633584929538098468
12911265,1627432184,2021-07-28T00:29:44.000Z,1046618778769556794487725818,1045891148268724446492773652,1001359754744695289859127214,1052286990141947844617091799,1050708060253990141165510440
12917025,1627511188,2021-07-28T22:26:28.000Z,1046687425977728152874340017,1045948751915586678234209678,1001361205299106387751950211,1052356396585191846973401402,1050727232235047343925920403
12922785,1627590097,2021-07-29T20:21:37.000Z,1046759220140392520186498742,1046006181298621281625997105,1001363164643811326317396634,1052431926802214984510991102,1050746451592461189972821449
12928545,1627669123,2021-07-30T18:18:43.000Z,1046829536509752936711327396,1046063720393324229809902697,1001364358028612545733429610,1052509445114945487367096730,1050766324933463004363386073
12934305,1627747856,2021-07-31T16:10:56.000Z,1046899734041861583935528270,1046121585714963134069874708,1001365706349526529936047135,1052609254701710207685383357,1050786239914635028167411814
12940065,1627826711,2021-08-01T14:05:11.000Z,1046971125087964731087037158,1046180295167191909405505906,1001366894769941964437608361,1052753685131416743481359980,1050806231068885431065122725
12945825,1627905756,2021-08-02T12:02:36.000Z,1047043140222381104395661197,1046239624374974645645206681,1001367836253692253783437052,1052835153855166823034718142,1050826288501636771465357006
12951585,1627984003,2021-08-03T09:46:43.000Z,1047114610547215050417860487,1046298494009844404993923772,1001368896501418358913260959,1053027071267384049448928438,1050846159562724041919652680
12957345,1628062424,2021-08-04T07:33:44.000Z,1047187332079919509715598794,1046360447099347888472199486,1001400596296576939323062738,1053112384584227173231997868,1050866158562152772132715177
12963105,1628140804,2021-08-05T05:20:04.000Z,1047257485806186158118262608,1046418094845105470594444049,1001401466998482834209173251,1053177733594884607500489999,1050920920801805906191402395
12968865,1628218801,2021-08-06T03:00:01.000Z,1047328448283679001187877492,1046477298402700580826895766,1001402565644054867655354863,1053245059906617079201143927,1050989722709269421719082657
12974625,1628295777,2021-08-07T00:22:57.000Z,1047397311636074582093973287,1046537645778365860638342604,1001404065339280209343945920,1053312136011296752515180478,1051036796894788680167905098
12980385,1628371535,2021-08-07T21:25:35.000Z,1047466410913557168589546011,1046597952600836332211518717,1001404934795154139186460829,1053387253225188436662926438,1051057425771275775108394507
12986145,1628448084,2021-08-08T18:41:24.000Z,1047537538921190689976720230,1046659934941847991603164171,1001405992754989341094119614,1053464630386219261031462664,1051078563982810107210280551
12991905,1628525098,2021-08-09T16:04:58.000Z,1047607821562245393748942648,1046722916009105656258382715,1001407345350836660119141929,1053550600955916549487113323,1051100286268589705502514291
12997665,1628601840,2021-08-10T13:24:00.000Z,1047680124780419989104601740,1046786576220450434168890046,1001408791703704334746212432,1053629388277342388107159487,1051121416575594306325171892
13003425,1628678987,2021-08-11T10:49:47.000Z,1047753163240206693490092455,1046851553503474920771898952,1001410114282828571353063307,1053925755195932968470457474,1051142837923050064254616961
13009185,1628755745,2021-08-12T08:09:05.000Z,1047826384269971686743760507,1046918462690621716295402218,1001411536742644815622983822,1054041905585562077636357613,1051165570045673097403555202
13014945,1628833031,2021-08-13T05:37:11.000Z,1047899491952483490982976398,1046987672668679468320971139,1001412656078516945396917836,1054115550501574370971080476,1051189636385990408813260499
13020705,1628909338,2021-08-14T02:48:58.000Z,1047970892721257286240544674,1047063649253529147188476807,1001413688538763347305649172,1054530009216171853335642619,1051217631684772977343021442
13026465,1628985688,2021-08-15T00:01:28.000Z,1048044095775526095461407887,1047140894438568744861211219,1001414768322103951871684874,1054783776138095726683196391,1051250610338462844965109268
13032225,1629063068,2021-08-15T21:31:08.000Z,1048117958850628428469110535,1047219598226852979820810727,1001415775174184334283880806,1054856214908341199193695944,1051296859637058700184244983
13037985,1629140168,2021-08-16T18:56:08.000Z,1048199230526755979265103606,1047298676658791256487369508,1001417075826658466047044444,1054953734110133651621857439,1051343846457651932956253113
13043745,1629217030,2021-08-17T16:17:10.000Z,1048293626272207244763943979,1047377252272930583280531521,1001418177270475090416286142,1055028971617145227633593343,1051391270965920311468906360
13049505,1629293585,2021-08-18T13:33:05.000Z,1048366490087158526962489848,1047455688128786633923235277,1001419294994710259111749075,1055154543176043838027780339,1051436763603284015437219611
13055265,1629370395,2021-08-19T10:53:15.000Z,1048439100122623672568764422,1047536294798640777880102527,1001420085903620965807616604,1055224906829821156288197558,1051482742393727969461495659
13061025,1629447593,2021-08-20T08:19:53.000Z,1048512296574704666559347925,1047617401754828050298263467,1001420879931149177012945185,1055298041565776939033842594,1051528615557456423205224727
13066785,1629523730,2021-08-21T05:28:50.000Z,1048595788640549294761196466,1047727344151168526211377556,1001421733658814681895756720,1055478349543310794301834674,1051573964858408724429485274
13072545,1629601004,2021-08-22T02:56:44.000Z,1048681730496127098023107390,1047891908584811258966522762,1001422505204932463646136083,1055672651816244067686081877,1051690557259162893764953347
13078305,1629677268,2021-08-23T00:07:48.000Z,1048758016765881938947805627,1048072179234254420936932957,1001423252909215752483374898,1055919250806591826283875236,1051727500421705330401863876
13084065,1629755095,2021-08-23T21:44:55.000Z,1048875148129731218748892988,1048260066968538803467936045,1001424142832618658786685775,1056150507352743019313504710,1051765599972019169625057843
13089825,1629831263,2021-08-24T18:54:23.000Z,1049002181462442610664331089,1048360999485972449452857077,1001425001406515630301140190,1056284316049858575450041805,1051817296896317541182858642
13095585,1629909463,2021-08-25T16:37:43.000Z,1049107237389992756767627994,1048490421880848830373510428,1001425788600019062785834092,1056389069428167088091754730,1051885128739372523583220356
13101345,1629985526,2021-08-26T13:45:26.000Z,1049199338989201709485107431,1048600113280625620389599683,1001426605663248687880939522,1056464210464748597875197146,1051950974435422800561739347
13107105,1630062165,2021-08-27T11:02:45.000Z,1049272320051602731589851232,1048705620605172477096648228,1001427351820571583728455910,1056542146732987615767442820,1052017079042828489560043423
13112865,1630140238,2021-08-28T08:43:58.000Z,1049346613610239380111750386,1048818077723869251111287330,1001428189392199129754008876,1056668345985518809100790662,1052084714997167447866195222
13118625,1630216422,2021-08-29T05:53:42.000Z,1049429991355709581870240158,1048947307254434914442216351,1001429288926064283839453284,1056808175879558689649571296,1052150657801818840708291486
13124385,1630293419,2021-08-30T03:16:59.000Z,1049536385238924456574437288,1049075377822430907052642586,1001430102177723362509833515,1057001626074792549541509936,1052217324210188269225049217
13130145,1630370222,2021-08-31T00:37:02.000Z,1049666254441741407978919769,1049226212537501234173015419,1001430905192361371852872710,1057181079639468071970089272,1052283817560535004408463388
13135905,1630447354,2021-08-31T22:02:34.000Z,1049799861859727988387337685,1049386685485491967713190754,1001431779300158834447762619,1057392873958096874169176752,1052350569684560091118149865
13141665,1630524934,2021-09-01T19:35:34.000Z,1049936115987106895842220362,1049522884553889160540834767,1001432911742850532763399444,1057550067846505147617980661,1052430454167083428146981450
13147425,1630601139,2021-09-02T16:45:39.000Z,1050045147272410526470064557,1049683299310600403535870627,1001433840337811098063040993,1057760190367605346868900686,1052544434861857502125953542
13153185,1630678093,2021-09-03T14:08:13.000Z,1050137756024411182215980745,1049884773208011908275763572,1001434425659168331038876036,1057893740612486397100219328,1052671984862869021187195675
13158945,1630755318,2021-09-04T11:35:18.000Z,1050239013826921409114968039,1050070880030805783639316088,1001435018123397353549533912,1057979265982206045613715091,1052802724180155513555853960
13164705,1630831253,2021-09-05T08:40:53.000Z,1050330607645865471815041358,1050156788409431131598518454,1001435602597056248111473144,1058258253972199165412789203,1052935220301233670894031839
13170465,1630907894,2021-09-06T05:58:14.000Z,1050463013869338379282035955,1050268953391820909838357453,1001436214797546198812995847,1058447069378483009540032127,1053069127581913274063300320
13176225,1630985275,2021-09-07T03:27:55.000Z,1050583592185733798983732194,1050492849218327795700808911,1001436805564231987769068400,1058669302746921708564070223,1053200911239478263724836728
13181985,1631062822,2021-09-08T01:00:22.000Z,1050714423295511096246978806,1050677453040979165547105792,1001438335490455453489033555,1059052038364217746453115064,1053346284230509527091855390
13187745,1631139119,2021-09-08T22:11:59.000Z,1050825074828528558186654548,1050766295137358449706110898,1001439058127579055755004373,1059144421977579683668365406,1053523958091124783590009333
13193505,1631216582,2021-09-09T19:43:02.000Z,1050931906545661389977731431,1050882606795913526877410808,1001439819742356129946496716,1059209056371002772758369228,1053699221018730274356183166
13199265,1631293356,2021-09-10T17:02:36.000Z,1051023727408254695957523004,1051039161817254919291327020,1001440644716348410367951522,1059267452071043941427760920,1053769662608579090675204355
13205025,1631371020,2021-09-11T14:37:00.000Z,1051105203455438818961131665,1051165240021246161917158726,1001441654020881833966180649,1059326739291854399190058442,1053840938966420959261073475
13210785,1631447489,2021-09-12T11:51:29.000Z,1051178866821390951079441658,1051292142095570557980881470,1001442431853198947170957814,1059384378993182453681504443,1053911202625857534383834604
13216545,1631525242,2021-09-13T09:27:22.000Z,1051253372793582577920138183,1051487020783714414482410428,1001443289716836636601055853,1059444019003128092453824619,1053982764771997357699983766
13222305,1631602287,2021-09-14T06:51:27.000Z,1051327374905833187190638968,1051671423164869376934576904,1001444132429466670986540379,1059503401341402413730337610,1054054257404670145719942986
13228065,1631679210,2021-09-15T04:13:30.000Z,1051401734316275751709889788,1051768943971111971162608610,1001444883895824097948281585,1059580860958639966689685373,1054125791553548249778272255
13233825,1631756371,2021-09-16T01:39:31.000Z,1051476871248036894678874657,1051851949476349579866045557,1001445649060639576735305248,1059655374683274759884845255,1054197575692586200400457175
13239585,1631832877,2021-09-16T22:54:37.000Z,1051558527367640688616456631,1051935811577765829642715527,1001446401533706957075057062,1060054296259923988549979964,1054269630198598309668749658
13245345,1631909653,2021-09-17T20:14:13.000Z,1051638211746654302742799336,1052046376806477470264943516,1001447515309282447170851469,1060451757456627291306724573,1054342036797524630417391145
13251105,1631986991,2021-09-18T17:43:11.000Z,1051728951974986536791966761,1052171088015798408058287409,1001448417436136990563871601,1060524878696910740751743302,1054415004879355713876683160
13256865,1632064341,2021-09-19T15:12:21.000Z,1051839673708782127761108087,1052289644367887223118345184,1001449389999354762236887868,1060599210076566040776464689,1054488006773101314449298817
13262625,1632141340,2021-09-20T12:35:40.000Z,1051952841911416401437435932,1052389688823321731030117389,1001450698818001408059686040,1060695022451108487267298009,1054560965922722305212748454
13268385,1632217624,2021-09-21T09:47:04.000Z,1052059910643601789110771071,1052495726089127512745121323,1001451737013775824294272741,1060832480357604210309916324,1054634779204274198184200735
13274145,1632294354,2021-09-22T07:05:54.000Z,1052155949161716029871029956,1052592707055073471834433789,1001452892960570389903132821,1060912106914978308855513980,1054708897665173082989709442
13279905,1632372126,2021-09-23T04:42:06.000Z,1052263999243274740679353199,1052712068285163115459022778,1001453823433603937795867281,1060992568808162255714920018,1054783752061347911120233711
13285665,1632448836,2021-09-24T02:00:36.000Z,1052391688752649592628177024,1052850454884360680864949665,1001454772156862590884035132,1061253387867822139307744245,1054858829573186724115511745
13291425,1632526305,2021-09-24T23:31:45.000Z,1052523337482251974749913858,1052997498277787297455432608,1001455721272460072866442268,1061366425788901163085160296,1054935189253751657162793905
13297185,1632602443,2021-09-25T20:40:43.000Z,1052678002080570519133940835,1053102757015444803379734436,1001456649462257923967506963,1061482116626123435738027164,1055010283831535825562638636
13302945,1632679778,2021-09-26T18:09:38.000Z,1052804348751792576374777637,1053185777477591035985361632,1001457592365945236896600825,1061675718071974710515990390,1055085737019838270273390277
13308705,1632757820,2021-09-27T15:50:20.000Z,1052937086343710910683406004,1053269492632779706631400907,1001458552666212459419929408,1061857820785126467108338630,1055160936025007942576892759
13314465,1632835065,2021-09-28T13:17:45.000Z,1053101228210937128844973244,1053398346634780479719364991,1001459519768224227100079056,1062009394318150966550455602,1055235341999862787204030792
13320225,1632912689,2021-09-29T10:51:29.000Z,1053245467929751822280211881,1053545884811332750844733110,1001460503994460159240053640,1062086278068568376260114820,1055309705795951652456333116
13325985,1632989935,2021-09-30T08:18:55.000Z,1053323562321323577592416876,1053648088228571438892136007,1001461452255451408295555957,1062161814250391332639340256,1055384200499855233340293264
13331745,1633068629,2021-10-01T06:10:29.000Z,1053398836843417429278792804,1053753053724732687223604832,1001462597573354729637681890,1062524025629355284046001033,1055459923333336417158402186
